"Cabbage, common",Northern Farming System,Two seasons,6,10,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Rainfed thereafter, generally without additional inputs"
"Cabbage, common",West Nile Farming System,Two seasons,6,11,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Eastern Savanna,Two seasons,6,11,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Busoga Farming System,Two seasons,5,11,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Lake Victoria Crescent,Two seasons,4,12,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Lake Albert Crescent,Two seasons,6,11,280,gr/ha,90 - 150,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Western Range Lands,Two seasons,6,12,280,gr/ha,90 - 120,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",Eastern Highlands,Two seasons,6,11,280,gr/ha,90 - 150,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
"Cabbage, common",South Western Highlands,Two seasons,5,12,280,gr/ha,90 - 150,,"First sown in a seed bed before transplanting. Mostly rainfed but some grown along riverbeds, generally without additional inputs"
Carrot,Northern Farming System,Two seasons,5,8,5.5,kg/ha,60 - 90,,"A small crop grown, sown direct then thinned, mostly rainfed though a little is grown along river beds. Generally with no additional inputs"
Carrot,West Nile Farming System,Two seasons,5,8,5.5,kg/ha,60 - 100,,"A small crop grown particularly in higher altitude areas, sown direct then thinned, mostly rainfed though a little is grown along river beds. Generally with no additional inputs"
Carrot,Eastern Savanna,Two seasons,5,8,5.5,kg/ha,60 - 90,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,Busoga Farming System,Two seasons,4,9,5.5,kg/ha,60 - 90,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,Lake Victoria Crescent,Two seasons,3,10,5.5,kg/ha,60 - 90,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,Lake Albert Crescent,Two seasons,5,10,5.5,kg/ha,60 - 100,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,Western Range Lands,Two seasons,5,11,5.5,kg/ha,60 - 100,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,Eastern Highlands,Two seasons,5,8,5.5,kg/ha,60 - 100,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds. Generally with no additional inputs"
Carrot,South Western Highlands,Two seasons,4,11,5.5,kg/ha,60 - 120,,"Sown direct then thinned, mostly rain fed though some crop is grown along river beds & drained swamps. Generally with no additional inputs"
Broccoli,South Western Highlands,One season,8,8,280,gr/ha,150 - 210,,Grown mostly in the district of Kabale. Sown in seedbeds before transplanting. Mostly rain fed though some crop is grown along river beds. Application of foliar fertilisers & pesticides are made by some farmers
Broccoli,Lake Victoria Crescent,Two seasons,5,10,280,kg/ha,120 - 150,,Grown mostly for the Kampala market. Sown in seedbeds before transplanting. Mostly rain fed though some crop is grown along river beds. Application of foliar fertilisers & pesticides are made by some farmers
Broccoli,Eastern Highlands,One season,8,4,280,kg/ha,150 - 210,,Sown in seedbeds before transplanting. Mostly rain fed though some crop is grown along river beds. Application of foliar fertilisers & pesticides are made by some farmers
Cucumber,Lake Victoria Crescent,Two seasons,3,12,2.5,kg/ha,60 - 90,,"Direct seeded, generally rainfed but to provide for continued supply, riverbeds and drained swamps are used in the dry season. Some pesticides used but generally no other additional inputs"
Cucumber,Lake Albert Crescent,Two seasons,5,10,2.5,kg/ha,60 - 90,,"Direct seeded, generally rainfed with some limited use of riverbeds in dry season. Some pesticides used but generally no other additional inputs"
Cucumber,Eastern Highlands,Two seasons,5,12,2.5,kg/ha,60 - 90,,"Direct seeded, generally rainfed but to provide for continued supply, riverbeds and drained swamps are used in the dry season. Some pesticides used but generally no other additional inputs"
Cucumber,Busoga Farming System,Two seasons,4,11,2.5,kg/ha,60 - 90,,"Direct seeded, generally rainfed with some limited use of riverbeds in dry season. Some pesticides used but generally no other additional inputs"
Cucumber,Western Range Lands,Two seasons,5,11,2.5,kg/ha,60 - 90,,"Direct seeded, generally rainfed with some limited use of riverbeds in dry season. Some pesticides used but generally no other additional inputs"
Eggplant,Northern Farming System,Two seasons,6,8,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,West Nile Farming System,Two seasons,6,9,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,Eastern Savanna,Two seasons,6,8,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,Busoga Farming System,Two seasons,5,10,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,Lake Victoria Crescent,Two seasons,4,11,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds & drained swamps. Some application of pesticides but generally with limited use of additional inputs
Eggplant,Lake Albert Crescent,Two seasons,6,11,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,Western Range Lands,Two seasons,6,11,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,Eastern Highlands,Two seasons,6,9,0.25,kg/ha,90 - 120,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Eggplant,South Western Highlands,Two seasons,5,12,0.25,kg/ha,90 - 150,,First planted in a seedbed before transplanting. Generally rainfed but plantings in the dry season are along riverbeds. Limited use of additional inputs
Garlic,Western Range Lands,One season,6,12,180,kgbulbils/ha,180 - 240,,Cloves from big healthy bulbs are selected for planting. Timed to ensure maturity and harvest is in a dry season. Rainfed with no additional inputs used
Garlic,Lake Albert Crescent,One season,6,12,180,kgbulbils/ha,180 - 240,,Cloves from big healthy bulbs are selected for planting. Timed to ensure maturity and harvest is in a dry season. Rainfed with no additional inputs used
Garlic,Eastern Highlands,One season,11,6,180,kgbulbils/ha,180 - 240,,Cloves from big healthy bulbs are selected for planting. Timed to ensure maturity and harvest is in a dry season. Rainfed with no additional inputs used
Garlic,South Western Highlands,One season,6,12,180,kgbulbils/ha,180 - 240,,Cloves from big healthy bulbs are selected for planting. Timed to ensure maturity and harvest is in a dry season. Rainfed with no additional inputs used
Leek,Lake Victoria Crescent,One season,6,5,1.75,kg/ha,150 - 180,,Grown first in seed beds before transplanting. Generally rain fed but some plantings along river beds allows for some crop in the dry season. Some use of pesticides during growth
Leek,Eastern Highlands,One season,8,5,1.75,kg/ha,150 - 210,,Grown first in seed beds before transplanting. Generally rain fed but some plantings along river beds allows for some crop in the dry season. Some use of pesticides during growth
Leek,Lake Albert Crescent,One season,8,8,1.75,kg/ha,150 - 210,,Grown first in seed beds before transplanting. Generally rain fed but some plantings along river beds allows for some crop in the dry season. Some use of pesticides during growth
Leek,Western Range Lands,One season,8,8,1.75,kg/ha,150 - 210,,Grown first in seed beds before transplanting. Generally rain fed but some plantings along river beds allows for some crop in the dry season. Some use of pesticides during growth
Leek,South Western Highlands,One season,8,8,1.75,kg/ha,180 - 240,,Grown first in seed beds before transplanting. Generally rain fed but some plantings along river beds allows for some crop in the dry season. Some use of pesticides during growth
Lettuce,Busoga Farming System,Two seasons,5,10,0.5,kg/ha,75 - 90,,"Grown in some areas of Jinja district for the urban market. Sown on seedbeds then transplanted. Some use of fungicides, no additional inputs used"
Lettuce,Lake Victoria Crescent,Continous,4,12,0.5,kg/ha,75 - 90,,"Grown in areas around Kampala for the urban market. Sown on seedbeds then transplanted. Some use of fungicides, no additional inputs used"
Lettuce,Lake Albert Crescent,Two seasons,5,11,0.5,kg/ha,75 - 120,,"Grown in areas of Kasese and kabarole districts for the urban market. Sown on seedbeds before transplanting. Some use of fungicides, no additional inputs used"
Lettuce,Western Range Lands,Two seasons,5,11,0.5,kg/ha,75 - 120,,"Grown in areas around Mbarara for the urban market. Sown on seedbeds then transplanted. Some use of fungicides, no additional inputs used"
Lettuce,Eastern Highlands,Two seasons,5,10,0.5,kg/ha,80 - 120,,"Grown in areas around Mbale for the urban market. Sown on seedbeds then transplanted. Some use of fungicides, no additional inputs used"
Lettuce,South Western Highlands,Two seasons,4,11,0.5,kg/ha,90 - 120,,"Grown in areas around Kabale for the urban market. Sown on seedbeds then transplanted. Some use of fungicides, no additional inputs used"
Watermelon,Lake Victoria Crescent,Two seasons,4,9,2.25,kg/ha,120,,Direct seeded & rainfed. Pesticide application made
Watermelon,Eastern Savanna,Two seasons,7,8,2.25,kg/ha,120,,Direct seeded & rainfed. Pesticide application made
Watermelon,Busoga Farming System,Two seasons,6,8,2.25,kg/ha,120,,Direct seeded & rainfed. Pesticide application made
Watermelon,Lake Albert Crescent,Two seasons,7,9,2.25,kg/ha,120,,Direct seeded & rainfed. Pesticide application made
Watermelon,Western Range Lands,Two seasons,7,10,2.25,kg/ha,120,,Direct seeded & rainfed. Pesticide application made
Okra,Northern Farming System,Two seasons,5,8,4.5,kg/ha,60 - 90,,"Important vegetable in the local diet, direct seeded and rainfed. No additional inputs used"
Okra,Karamoja Wet Zone,One season,5,4,4.5,kg/ha,60 - 90,,"Grown mostly in Abim district and Karenga sub-county of Kaabong district, direct seeded and rainfed, no additional inputs used"
Okra,West Nile Farming System,Two seasons,5,8,4.5,kg/ha,60 - 90,,"Direct seeded and rainfed, no additional inputs used"
Okra,Eastern Savanna,Two seasons,5,8,4.5,kg/ha,60 - 90,,"Direct seeded and rainfed, no additional inputs used"
Okra,Busoga Farming System,Two seasons,4,8,4.5,kg/ha,60 - 90,,"Direct seeded and rainfed, no additional inputs used"
Okra,Lake Victoria Crescent,Two seasons,3,11,4.5,kg/ha,60 - 90,,"Direct seeded and rainfed, no additional inputs used"
Okra,Western Range Lands,Two seasons,5,11,4.5,kg/ha,60 - 90,,"Direct seeded and rainfed, no additional inputs used"
Onion,Northern Farming System,One season,8,7,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,West Nile Farming System,One season,8,7,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Eastern Savanna,One season,8,4,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Busoga Farming System,One season,7,5,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Lake Victoria Crescent,One season,7,5,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Lake Albert Crescent,One season,8,9,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Western Range Lands,One season,8,9,1.75,kg/ha,150 - 180,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,Eastern Highlands,One season,8,4,1.75,kg/ha,150 - 210,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Onion,South Western Highlands,One season,8,8,1.75,kg/ha,150 - 210,,"Sown in seedbeds before transplanting, timing for maturity and harvest in a dry season"
Tomato,Karamoja Dry Zone,One season,5,4,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection"
Tomato,Karamoja Wet Zone,One season,5,4,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection"
Tomato,Northern Farming System,Two seasons,5,9,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,West Nile Farming System,Two seasons,5,9,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,Eastern Savanna,Two seasons,5,9,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,Busoga Farming System,Two seasons,4,11,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,Lake Victoria Crescent,continous,3,11,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds & drained swamps used to provide an off season crop"
Tomato,Lake Albert Crescent,Two seasons,5,11,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,Western Range Lands,Two seasons,5,11,0.25,kg/ha,60 - 90,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Tomato,Eastern Highlands,continous,4,11,0.25,kg/ha,75 - 120,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide off season crop"
Tomato,South Western Highlands,Two season,4,11,0.25,kg/ha,75 - 120,,"Sown in seedbeds before transplanting, rain fed, pesticides used for crop protection, riverbeds used to provide a small off season crop"
Banana,West Nile Farming System,Continous,3,8,1.111,suckers/ha,12 - 15,,"Grown mostly in Okoro county, Nebbi district. Planted at beginning of each rain season, interplanted with coffee, beans and some trees, no additional inputs used"
Banana,Busoga Farming System,Continous,3,8,1.111,suckers/ha,12 - 15,,"Grown in parts of Jinja, Mayuge & Iganga districts. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Banana,Lake Victoria Crescent,Continous,2,10,1.111,suckers/ha,12 - 15,,"Grown throughout the zone. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Banana,Lake Albert Crescent,Continous,3,8,1.111,suckers/ha,12 - 18,,"Grown throughout the zone. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Banana,Western Range Lands,Continous,3,9,1.111,suckers/ha,12 - 15,,"Grown throughout the zone. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Banana,Eastern Highlands,Continous,6,8,1.111,suckers/ha,15 - 18,,"Grown below 1,800 metres. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Banana,South Western Highlands,Continous,6,9,1.111,suckers/ha,15 - 18,,"Grown below 1,800 metres. Planted at the beginning of each rain season, interplanted with coffee, beans and some trees, some application of pesticides against nematodes & weavils"
Green gram,Lake Victoria Crescent,Two seasons,6,9,8,kg/ha,100 - 110,,"Direct seeded, rainfed, intercropped with bananas & cassava. No additional inputs used"
Green gram,West Nile Farming System,Two seasons,6,8,8,kg/ha,100 - 110,,"Direct seeded, rainfed, intercropped with sorghum & cassava. No additional inputs used"
Green gram,Eastern Savanna,Two seasons,6,8,8,kg/ha,100 - 110,,"Direct seeded, rainfed, intercropped with sorghum & cassava. No additional inputs used"
Kale,Karamoja Dry Zone,One season,6,4,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop when in field, with no additional inputs"
Kale,Karamoja Wet Zone,One season,6,4,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop when in field, with no additional inputs"
Kale,Northern Farming System,Two seasons,5,8,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,West Nile Farming System,Two seasons,5,8,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Eastern Savanna,Two seasons,5,8,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Busoga Farming System,Two seasons,5,8,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Lake Victoria Crescent,Two seasons,4,9,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Lake Albert Crescent,Two seasons,5,9,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Western Range Lands,Two seasons,5,9,280,gr/ha,75 - 90,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,Eastern Highlands,Two seasons,6,8,280,gr/ha,90 - 120,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
Kale,South Western Highlands,Two seasons,6,9,280,gr/ha,90 - 120,,"Transplanted from seedbeds. Rainfed crop, with some limited use of pesticides for crop protection"
